filename,sub_id,snapshot,view,Name,Name_ext,snapshot_n,SubfindID,c_axis,b_axis,a_axis,Name_joined,snapshot_joined,subhalo_id,view_joined,stellar_mass,re_kpc,sample_manga,manga_ifu_dsn,distances_selec,n_star_part,n_gas_cell,type,c/a,c/b,b/a,c_a,b_a
TNG50-98-765026-0-127.cube_maps.fits,765026,98,0,98_765026,98_765026_0,98,765026,0.16708985,0.18652509,0.20923795,98_765026,98,765026,0,8.622482,0.6926345,1,37,0.050914045,10104,53376,-1,0.7985637882611639,0.8958036154814347,0.8914496151391275,0.7985637882611639,0.8914496151391275
TNG50-96-397077-0-127.cube_maps.fits,397077,96,0,96_397077,96_397077_0,96,397077,1.9687475,4.8883843,5.046458,96_397077,96,397077,0,10.465881,11.770659,1,127,0.052224472,502040,873952,1,0.3901246180984762,0.4027399196090209,0.9686763072237994,0.3901246180984762,0.9686763072237994
TNG50-97-481072-0-127.cube_maps.fits,481072,97,0,97_481072,97_481072_0,97,481072,1.9772816,2.4050012,2.835351,97_481072,97,481072,0,10.843674,6.4139,-1,61,0.086549856,1369884,1032546,3,0.6973674864240794,0.8221541012120909,0.8482199205671538,0.6973674864240794,0.8482199205671538
TNG50-97-736440-0-127.cube_maps.fits,736440,97,0,97_736440,97_736440_0,97,736440,0.47541,0.4809632,0.4908203,97_736440,97,736440,0,9.032519,1.2753476,1,19,0.13365074,18985,39964,0,0.968602969355587,0.9884540023020472,0.9799170898188196,0.968602969355587,0.9799170898188196
TNG50-93-252695-0-127.cube_maps.fits,252695,93,0,93_252695,93_252695_0,93,252695,1.4114596,3.2834303,4.3352327,93_252695,93,252695,0,10.779714,7.850159,2,37,0.3065011,1059104,404585,3,0.3255787399832078,0.4298734771376142,0.7573827121206205,0.3255787399832078,0.7573827121206205
TNG50-94-405846-0-127.cube_maps.fits,405846,94,0,94_405846,94_405846_0,94,405846,0.56954527,0.8104015,0.9884977,94_405846,94,405846,0,10.326358,2.0054774,2,37,0.7557487,371647,39,3,0.5761725798653856,0.7027939484317342,0.8198314472557701,0.5761725798653856,0.8198314472557701
TNG50-98-374666-0-127.cube_maps.fits,374666,98,0,98_374666,98_374666_0,98,374666,0.27668446,0.3384803,0.34339237,98_374666,98,374666,0,8.976303,0.85427666,1,19,0.026438385,17145,0,1,0.8057385200492371,0.817431501921973,0.9856954596865388,0.8057385200492371,0.9856954596865388
TNG50-97-354952-0-127.cube_maps.fits,354952,97,0,97_354952,97_354952_0,97,354952,0.7652418,0.8774209,0.8957646,97_354952,97,354952,0,9.283041,2.443929,-1,37,0.023676394,34262,4380,-1,0.854288950467567,0.8721490450022332,0.9795217404215348,0.854288950467567,0.9795217404215347
TNG50-93-465344-0-127.cube_maps.fits,465344,93,0,93_465344,93_465344_0,93,465344,1.2398283,1.7965854,1.901753,93_465344,93,465344,0,10.544022,3.9192705,2,37,0.2373902,641016,62372,1,0.6519397103619661,0.6901026246790161,0.9446996534250244,0.6519397103619661,0.9446996534250243
TNG50-96-599841-0-127.cube_maps.fits,599841,96,0,96_599841,96_599841_0,96,599841,1.3747455,5.019266,5.2394114,96_599841,96,599841,0,10.350521,10.365925,1,127,0.1962168,387755,241702,1,0.262385484751207,0.2738937326692787,0.9579827993655928,0.262385484751207,0.9579827993655929
TNG50-96-260252-0-127.cube_maps.fits,260252,96,0,96_260252,96_260252_0,96,260252,1.0334711,2.060594,2.074159,96_260252,96,260252,0,9.972268,4.411329,0,37,0.27828664,163760,1930,1,0.498260306948503,0.5015403810745834,0.9934599999325028,0.49826030694850304,0.9934599999325029
TNG50-96-500766-0-127.cube_maps.fits,500766,96,0,96_500766,96_500766_0,96,500766,1.2671715,2.489849,2.7130766,96_500766,96,500766,0,10.893546,5.538335,1,91,0.20816366,1536092,175285,1,0.46706071623632,0.5089350799988273,0.9177216006359716,0.46706071623632,0.9177216006359717
TNG50-97-746127-0-127.cube_maps.fits,746127,97,0,97_746127,97_746127_0,97,746127,0.42831996,0.6558233,0.6676571,97_746127,97,746127,0,9.153586,1.5585992,1,19,0.026657928,25127,38286,1,0.6415268556269378,0.6531026878733952,0.9822756322070116,0.6415268556269378,0.9822756322070116
TNG50-93-471791-1-127.cube_maps.fits,471791,93,1,93_471791,93_471791_1,93,471791,1.372461,2.8574421,3.2693038,93_471791,93,471791,1,10.965808,6.329123,1,37,0.27083704,1648102,355560,-1,0.419802222112243,0.4803110446227414,0.874021588327154,0.419802222112243,0.874021588327154
TNG50-88-424149-0-127.cube_maps.fits,424149,88,0,88_424149,88_424149_0,88,424149,2.1313994,8.062004,8.234651,88_424149,88,424149,0,10.99968,14.075161,2,127,0.21638717,1657043,1583648,1,0.2588329972939958,0.2643758797440437,0.9790340841402994,0.25883299729399584,0.9790340841402994
TNG50-97-207124-0-127.cube_maps.fits,207124,97,0,97_207124,97_207124_0,97,207124,0.7142575,1.0070484,1.1084038,97_207124,97,207124,0,8.974847,2.9377816,1,61,0.013548356,19685,0,1,0.6444018867492154,0.7092583633517515,0.9085573326255286,0.6444018867492154,0.9085573326255286
TNG50-98-750240-0-127.cube_maps.fits,750240,98,0,98_750240,98_750240_0,98,750240,0.5750992,0.7695259,0.7881495,98_750240,98,750240,0,9.098888,1.8845286,1,91,0.05042554,21708,36057,1,0.7296828837676101,0.7473422272076873,0.976370472860796,0.7296828837676101,0.9763704728607961
TNG50-93-413342-0-127.cube_maps.fits,413342,93,0,93_413342,93_413342_0,93,413342,0.88889486,1.2512774,1.3039527,93_413342,93,413342,0,10.485839,2.7055898,2,61,0.8469764,523498,130508,1,0.6816925644618858,0.7103899263264885,0.95960336598099,0.6816925644618858,0.9596033659809899
TNG50-92-505054-0-127.cube_maps.fits,505054,92,0,92_505054,92_505054_0,92,505054,1.0087645,2.2792413,2.3592339,92_505054,92,505054,0,10.793145,4.5786285,2,37,0.10957549,1125332,439331,1,0.4275813856353963,0.4425878471050872,0.9660938239315736,0.4275813856353963,0.9660938239315736
TNG50-96-675516-0-127.cube_maps.fits,675516,96,0,96_675516,96_675516_0,96,675516,0.5966594,0.8787096,0.96157193,96_675516,96,675516,0,9.583603,2.2113354,0,19,0.075442865,69439,98506,1,0.620504177986976,0.6790177323657326,0.9138261762695172,0.620504177986976,0.9138261762695173
TNG50-96-671612-0-127.cube_maps.fits,671612,96,0,96_671612,96_671612_0,96,671612,0.77177376,2.3938086,2.4131253,96_671612,96,671612,0,9.932022,4.6469507,1,61,0.46158808,146885,24282,1,0.3198233262068903,0.3224041220338167,0.9919951525103152,0.3198233262068903,0.9919951525103151
TNG50-97-66821-0-127.cube_maps.fits,66821,97,0,97_66821,97_66821_0,97,66821,0.7610817,1.0622464,1.0818405,97_66821,97,66821,0,9.233498,2.6129885,1,37,0.5209384,32071,0,1,0.7035063856455734,0.7164832001313443,0.981888180374094,0.7035063856455734,0.981888180374094
TNG50-93-527857-1-127.cube_maps.fits,527857,93,1,93_527857,93_527857_1,93,527857,1.5628278,3.0947638,3.1781192,93_527857,93,527857,1,10.49341,6.408788,2,61,0.73230445,539859,559318,1,0.4917461245632322,0.5049909786330059,0.97377209766078,0.49174612456323225,0.97377209766078
TNG50-93-429924-1-127.cube_maps.fits,429924,93,1,93_429924,93_429924_1,93,429924,2.1785793,4.735002,4.7755566,93_429924,93,429924,1,11.070605,9.456065,1,91,0.15254438,2248669,1123975,1,0.4561937973889787,0.4601010305803461,0.99150787994011,0.4561937973889787,0.99150787994011
TNG50-96-537792-1-127.cube_maps.fits,537792,96,1,96_537792,96_537792_1,96,537792,1.3513846,2.528526,2.6116688,96_537792,96,537792,1,10.564161,5.9641027,1,127,0.052806742,676282,614810,1,0.5174410323391695,0.5344554890873181,0.9681648760363488,0.5174410323391695,0.9681648760363488
TNG50-95-624485-0-127.cube_maps.fits,624485,95,0,95_624485,95_624485_0,95,624485,0.93729836,2.5295336,2.5705256,95_624485,95,624485,0,9.76152,5.1053076,2,127,0.2347443,98209,126494,1,0.3646329606676549,0.3705419686854525,0.984053066812484,0.36463296066765494,0.984053066812484
TNG50-97-183439-0-127.cube_maps.fits,183439,97,0,97_183439,97_183439_0,97,183439,0.8375722,1.116031,1.1444453,97_183439,97,183439,0,8.879782,2.640502,1,61,0.013020022,13722,0,1,0.7318586567658585,0.7504918770177531,0.975171989434532,0.7318586567658585,0.9751719894345321
TNG50-98-473068-0-127.cube_maps.fits,473068,98,0,98_473068,98_473068_0,98,473068,0.50547224,0.53660244,0.5507304,98_473068,98,473068,0,8.739563,1.4705935,1,61,0.02210996,9642,0,0,0.91782156931958,0.941986473263148,0.974346867360146,0.91782156931958,0.9743468673601459
TNG50-95-644240-0-127.cube_maps.fits,644240,95,0,95_644240,95_644240_0,95,644240,1.4430469,3.6200264,3.7319708,95_644240,95,644240,0,9.74369,7.263516,2,127,0.012710412,92500,245534,1,0.3866715409456043,0.3986288332040893,0.97000394536849,0.38667154094560435,0.97000394536849
TNG50-92-357700-0-127.cube_maps.fits,357700,92,0,92_357700,92_357700_0,92,357700,1.9683586,3.246239,3.3344038,92_357700,92,357700,0,11.216074,6.607471,1,37,0.45485747,3145145,3758549,1,0.5903180052757857,0.6063504874410047,0.9735590512462828,0.5903180052757857,0.9735590512462828
TNG50-94-583953-1-127.cube_maps.fits,583953,94,1,94_583953,94_583953_1,94,583953,0.47243768,0.7025877,1.1371384,94_583953,94,583953,1,10.382629,2.4275062,2,37,0.236952,473693,31252,3,0.4154618998004113,0.6724252075577184,0.6178559267719743,0.4154618998004113,0.6178559267719743
TNG50-96-601053-1-127.cube_maps.fits,601053,96,1,96_601053,96_601053_1,96,601053,1.6139951,3.5551147,3.6588874,96_601053,96,601053,1,10.224471,7.573338,1,61,0.9957905,283600,337154,1,0.4411163623127621,0.4539924126779932,0.9716381815958588,0.4411163623127621,0.9716381815958589
TNG50-94-489152-0-127.cube_maps.fits,489152,94,0,94_489152,94_489152_0,94,489152,0.92471814,1.61735,2.1537297,94_489152,94,489152,0,10.761725,3.953859,2,37,0.9571662,1065722,579867,3,0.4293566365361447,0.5717489349862429,0.750953102425063,0.4293566365361447,0.750953102425063
TNG50-97-703762-0-127.cube_maps.fits,703762,97,0,97_703762,97_703762_0,97,703762,0.4347773,0.53266734,0.54430866,97_703762,97,703762,0,9.243957,1.3688228,1,19,0.06256542,31269,87835,1,0.7987697641995996,0.8162266903767743,0.9786126496682968,0.7987697641995996,0.9786126496682968
TNG50-97-66785-1-127.cube_maps.fits,66785,97,1,97_66785,97_66785_1,97,66785,0.57276183,0.7547999,1.0633866,97_66785,97,66785,1,9.876284,2.2825813,0,37,0.11496796,142004,0,3,0.5386205073488795,0.7588260544284652,0.7098076090106833,0.5386205073488795,0.7098076090106833
TNG50-96-695699-0-127.cube_maps.fits,695699,96,0,96_695699,96_695699_0,96,695699,0.60998935,0.94592047,0.9617752,96_695699,96,695699,0,9.387341,2.1879919,2,37,0.049982093,41688,90573,1,0.6342327708179624,0.6448632515585586,0.9835151395045328,0.6342327708179624,0.9835151395045328
TNG50-97-740624-0-127.cube_maps.fits,740624,97,0,97_740624,97_740624_0,97,740624,0.54781747,1.0215302,1.1010405,97_740624,97,740624,0,9.333922,2.3340042,1,37,0.050756354,36824,43050,1,0.4975452492437834,0.536271438671123,0.92778621676496,0.49754524924378346,0.92778621676496
TNG50-95-602507-1-127.cube_maps.fits,602507,95,1,95_602507,95_602507_1,95,602507,0.4414281,0.961626,1.0684899,95_602507,95,602507,1,10.150462,2.2443435,2,37,0.11999411,255785,293046,-1,0.4131326837998187,0.4590434326858882,0.8999860457267774,0.41313268379981877,0.8999860457267774
TNG50-96-541316-1-127.cube_maps.fits,541316,96,1,96_541316,96_541316_1,96,541316,2.3201058,3.3034585,3.3796213,96_541316,96,541316,1,10.506756,7.5965285,1,127,0.25070447,592197,1056510,1,0.6864987506144549,0.702326304386751,0.9774641022649492,0.6864987506144549,0.9774641022649491
TNG50-95-300471-2-127.cube_maps.fits,300471,95,2,95_300471,95_300471_2,95,300471,0.6096913,1.361598,1.4758157,95_300471,95,300471,2,10.044668,2.9641864,2,37,0.043295346,194956,15546,1,0.4131215706676653,0.4477762893306247,0.9226070707880396,0.41312157066766536,0.9226070707880395
TNG50-95-511005-0-127.cube_maps.fits,511005,95,0,95_511005,95_511005_0,95,511005,2.3976731,3.0409355,3.115719,95_511005,95,511005,0,10.5599,6.7411375,1,61,0.066234715,632154,1217122,1,0.7695408668111599,0.788465621845646,0.9759979959681858,0.7695408668111599,0.9759979959681858
TNG50-95-377768-0-127.cube_maps.fits,377768,95,0,95_377768,95_377768_0,95,377768,0.7501493,1.7026136,1.8032844,95_377768,95,377768,0,10.885014,3.568784,1,37,0.49043053,1550638,1185135,1,0.4159905669898769,0.4405869305871867,0.944173642271846,0.41599056698987696,0.9441736422718459
TNG50-94-576048-0-127.cube_maps.fits,576048,94,0,94_576048,94_576048_0,94,576048,0.5374905,0.66464937,1.221037,94_576048,94,576048,0,10.323369,2.3319802,2,37,0.9488073,401108,109827,3,0.4401918205590822,0.8086827796135577,0.5443318834728187,0.4401918205590822,0.5443318834728187
TNG50-97-144863-0-127.cube_maps.fits,144863,97,0,97_144863,97_144863_0,97,144863,0.46631142,0.93236786,0.946271,97_144863,97,144863,0,9.039324,2.1057587,1,37,0.01343346,19259,5900,1,0.492788450665824,0.5001367378751129,0.9853074436392958,0.49278845066582405,0.9853074436392958
TNG50-94-516743-1-127.cube_maps.fits,516743,94,1,94_516743,94_516743_1,94,516743,0.5570959,0.8145751,1.087605,94_516743,94,516743,1,10.4664955,2.4642277,2,19,0.14171669,654536,863706,3,0.5122226359753771,0.6839098077021996,0.7489622611150188,0.5122226359753771,0.7489622611150188
TNG50-97-555231-0-127.cube_maps.fits,555231,97,0,97_555231,97_555231_0,97,555231,0.7102697,0.8842871,1.0620457,97_555231,97,555231,0,9.029461,2.2435825,0,61,0.02947576,17777,5203,3,0.6687750819009012,0.8032116492483041,0.832626223146518,0.6687750819009012,0.832626223146518
TNG50-95-588783-0-127.cube_maps.fits,588783,95,0,95_588783,95_588783_0,95,588783,0.61210907,0.89202416,1.4526211,95_588783,95,588783,0,10.248697,2.9452305,2,37,0.052017927,322777,353579,3,0.421382472001818,0.6862023445642997,0.6140790327222976,0.421382472001818,0.6140790327222976
TNG50-92-439197-1-127.cube_maps.fits,439197,92,1,92_439197,92_439197_1,92,439197,2.8594952,5.5873837,5.748141,92_439197,92,439197,1,11.139886,10.990966,1,37,0.14943284,2567409,820551,1,0.4974643454292439,0.511777131038987,0.972033166896915,0.49746434542924395,0.972033166896915
TNG50-95-118857-0-127.cube_maps.fits,118857,95,0,95_118857,95_118857_0,95,118857,0.59563476,1.2803986,1.416244,95_118857,95,118857,0,9.988118,2.9688723,2,37,0.098571405,172035,33367,1,0.4205735452365552,0.465194791684402,0.9040805115502696,0.42057354523655527,0.9040805115502696
TNG50-97-651169-0-127.cube_maps.fits,651169,97,0,97_651169,97_651169_0,97,651169,1.0529393,2.2295742,2.363741,97_651169,97,651169,0,9.461842,5.2912645,0,127,0.088431105,52185,280788,1,0.4454545992983156,0.4722602638656296,0.9432396358145836,0.44545459929831566,0.9432396358145837
TNG50-97-166070-1-127.cube_maps.fits,166070,97,1,97_166070,97_166070_1,97,166070,0.3334282,0.38491088,0.55826193,97_166070,97,166070,1,9.777096,1.1775757,1,61,0.0833247,110005,0,-1,0.5972612175077029,0.8662477922162138,0.6894807962276776,0.5972612175077029,0.6894807962276776
TNG50-93-505143-0-127.cube_maps.fits,505143,93,0,93_505143,93_505143_0,93,505143,1.4254447,2.88856,2.900418,93_505143,93,505143,0,10.662991,6.689104,2,91,0.07086575,878763,975140,1,0.4914618168829457,0.4934793461101725,0.9959116237728493,0.49146181688294577,0.9959116237728493
TNG50-98-753567-0-127.cube_maps.fits,753567,98,0,98_753567,98_753567_0,98,753567,0.5453977,1.1379678,1.1850805,98_753567,98,753567,0,8.969334,2.6047318,1,127,0.014243368,15644,47292,1,0.4602199597411315,0.4792734029908403,0.9602451479034546,0.4602199597411315,0.9602451479034546
TNG50-97-447484-0-127.cube_maps.fits,447484,97,0,97_447484,97_447484_0,97,447484,1.2984927,2.9696205,3.0330791,97_447484,97,447484,0,9.05442,6.320082,1,127,0.022016017,19251,105494,1,0.4281103977802623,0.4372588012508669,0.9790778288637444,0.4281103977802623,0.9790778288637444
TNG50-96-620550-0-127.cube_maps.fits,620550,96,0,96_620550,96_620550_0,96,620550,0.6665456,1.4734924,1.4836103,96_620550,96,620550,0,9.943968,3.3244805,1,37,0.025676804,152451,236345,1,0.4492726964756176,0.4523576775828636,0.9931802172039382,0.4492726964756176,0.9931802172039382
TNG50-97-736302-0-127.cube_maps.fits,736302,97,0,97_736302,97_736302_0,97,736302,0.35901234,0.52304476,0.53387946,97_736302,97,736302,0,8.78111,1.5156319,1,19,0.018738529,11255,61251,1,0.6724595473292792,0.6863893254565823,0.9797057185904848,0.6724595473292792,0.9797057185904848
TNG50-93-463723-1-127.cube_maps.fits,463723,93,1,93_463723,93_463723_1,93,463723,1.4515544,4.1598387,4.365307,93_463723,93,463723,1,11.0465355,7.436204,1,19,0.032483824,2035662,731959,1,0.3325205764451389,0.3489448761558952,0.9529315349412996,0.33252057644513894,0.9529315349412997
TNG50-91-414671-0-127.cube_maps.fits,414671,91,0,91_414671,91_414671_0,91,414671,2.3640249,4.391327,4.4722958,91_414671,91,414671,0,11.067203,9.121253,0,61,0.19914134,2262687,1606794,1,0.5285931444874464,0.5383395269812519,0.981895473014106,0.5285931444874464,0.9818954730141061
TNG50-96-670196-0-127.cube_maps.fits,670196,96,0,96_670196,96_670196_0,96,670196,0.8257808,1.6057456,1.7394208,96_670196,96,670196,0,9.3507395,3.9518085,2,127,0.015509256,40586,188420,1,0.4747446966254514,0.5142662698250582,0.923149590944296,0.47474469662545143,0.923149590944296
TNG50-96-118076-0-127.cube_maps.fits,118076,96,0,96_118076,96_118076_0,96,118076,1.7150689,6.387715,6.9803395,96_118076,96,118076,0,10.80772,12.913595,1,127,0.024516558,1058708,928296,1,0.2456999261998646,0.2684948999759695,0.9151009059086596,0.2456999261998646,0.9151009059086596
TNG50-97-562448-0-127.cube_maps.fits,562448,97,0,97_562448,97_562448_0,97,562448,0.8547772,2.0452654,2.1484678,97_562448,97,562448,0,10.469628,4.657965,1,127,0.11317299,509093,407453,1,0.3978543220428995,0.4179297219813135,0.9519646512738054,0.39785432204289956,0.9519646512738054
TNG50-97-29-0-127.cube_maps.fits,29,97,0,97_29,97_29_0,97,29,1.0441984,2.3219357,2.4574733,97_29,97,29,0,10.161161,5.435954,1,127,0.027956074,265014,0,1,0.424907322492578,0.4497102999019309,0.9448467659852092,0.424907322492578,0.9448467659852092
TNG50-97-19-0-127.cube_maps.fits,19,97,0,97_19,97_19_0,97,19,1.0158919,2.4607275,2.9747918,97_19,97,19,0,10.258967,5.828069,1,127,0.07786203,317068,39594,3,0.3415001681798369,0.4128420964938214,0.8271931837381022,0.34150016817983697,0.8271931837381022
TNG50-98-253750-0-127.cube_maps.fits,253750,98,0,98_253750,98_253750_0,98,253750,0.5110861,0.5936089,0.59651697,98_253750,98,253750,0,8.871972,1.5520263,1,61,0.019812359,14144,0,-1,0.8567838396952897,0.8609811948574221,0.995124916563564,0.8567838396952897,0.9951249165635639
TNG50-95-612362-1-127.cube_maps.fits,612362,95,1,95_612362,95_612362_1,95,612362,0.5940396,0.6365909,0.69416535,95_612362,95,612362,1,9.909722,1.95075,2,19,0.07414299,163920,269275,-1,0.8557609509031241,0.9331575427798292,0.9170594585281444,0.8557609509031241,0.9170594585281445
TNG50-96-604238-0-127.cube_maps.fits,604238,96,0,96_604238,96_604238_0,96,604238,1.1433588,2.5926633,2.6164408,96_604238,96,604238,0,9.503887,5.3711286,0,91,0.06547632,52556,421899,1,0.4369901279631474,0.4409977955872635,0.9909122728861284,0.43699012796314746,0.9909122728861284
TNG50-96-572367-0-127.cube_maps.fits,572367,96,0,96_572367,96_572367_0,96,572367,1.7274967,5.80399,6.2828746,96_572367,96,572367,0,10.425017,12.74944,1,127,0.93660617,444982,485111,1,0.2749532355778675,0.2976395031693714,0.9237793795852616,0.2749532355778675,0.9237793795852617
TNG50-96-646386-1-127.cube_maps.fits,646386,96,1,96_646386,96_646386_1,96,646386,0.5046638,0.74331325,0.7720609,96_646386,96,646386,1,9.662194,1.8698515,2,37,0.10645365,81584,195895,1,0.6536580210188082,0.6789382538250193,0.9627650487157166,0.6536580210188082,0.9627650487157166
TNG50-97-545385-0-127.cube_maps.fits,545385,97,0,97_545385,97_545385_0,97,545385,1.1281706,2.5639207,2.7715669,97_545385,97,545385,0,10.644347,5.2663164,0,37,0.076912135,800546,391935,1,0.4070515490713935,0.4400177431384676,0.9250798528442522,0.40705154907139357,0.9250798528442522
TNG50-90-438467-0-127.cube_maps.fits,438467,90,0,90_438467,90_438467_0,90,438467,2.962962,6.344103,6.755176,90_438467,90,438467,0,11.055985,13.844382,1,91,0.45303816,1996523,1516364,1,0.4386209922583808,0.4670419127810504,0.9391469593094244,0.43862099225838086,0.9391469593094244
TNG50-96-691894-0-127.cube_maps.fits,691894,96,0,96_691894,96_691894_0,96,691894,1.1066377,4.645294,4.9025083,96_691894,96,691894,0,9.293983,8.759702,2,37,0.023354037,32928,129747,1,0.2257288784192369,0.2382276988281043,0.9475341428794724,0.22572887841923694,0.9475341428794725
TNG50-88-428553-0-127.cube_maps.fits,428553,88,0,88_428553,88_428553_0,88,428553,2.6996455,4.8979244,5.291492,88_428553,88,428553,0,10.960371,12.087193,2,91,0.29120702,1619030,1307119,1,0.5101860685039304,0.5511815372242168,0.9256225654314512,0.5101860685039304,0.9256225654314512
TNG50-96-687976-0-127.cube_maps.fits,687976,96,0,96_687976,96_687976_0,96,687976,0.8386661,2.5033414,2.5841706,96_687976,96,687976,0,9.176461,5.627746,2,127,0.07504886,25470,156653,1,0.3245397575531584,0.3350186674498332,0.9687214149096812,0.3245397575531584,0.9687214149096812
TNG50-94-524671-0-127.cube_maps.fits,524671,94,0,94_524671,94_524671_0,94,524671,1.42405,3.6288693,3.7932096,94_524671,94,524671,0,10.700762,7.0045786,1,61,0.3313892,879361,498655,1,0.3754208573130259,0.3924225102292882,0.9566751333751764,0.3754208573130259,0.9566751333751765
TNG50-97-676808-0-127.cube_maps.fits,676808,97,0,97_676808,97_676808_0,97,676808,0.8109538,2.4261525,2.4611046,97_676808,97,676808,0,9.585255,4.7783685,1,61,0.59879124,64547,143774,1,0.3295080591048425,0.3342550808327176,0.9857982062200852,0.32950805910484254,0.9857982062200851
TNG50-93-499148-0-127.cube_maps.fits,499148,93,0,93_499148,93_499148_0,93,499148,1.6930655,3.6098864,3.7237825,93_499148,93,499148,0,10.810115,7.7082496,2,127,0.67053795,1158807,654769,1,0.4546628327513757,0.469007972106823,0.969413868828268,0.45466283275137576,0.9694138688282681
TNG50-97-771338-0-127.cube_maps.fits,771338,97,0,97_771338,97_771338_0,97,771338,0.5978759,1.0516307,1.0747086,97_771338,97,771338,0,9.061578,2.390298,1,37,0.037025917,20043,17555,1,0.5563144279295802,0.5685226762588806,0.9785263651933186,0.5563144279295802,0.9785263651933186
TNG50-97-519131-0-127.cube_maps.fits,519131,97,0,97_519131,97_519131_0,97,519131,0.84558827,1.2056808,1.2290668,97_519131,97,519131,0,9.881784,2.959708,1,61,0.08847468,127174,41901,1,0.6879921172714127,0.7013367634285956,0.980972555763446,0.6879921172714127,0.980972555763446
TNG50-96-619504-0-127.cube_maps.fits,619504,96,0,96_619504,96_619504_0,96,619504,1.5633754,3.345203,3.4483178,96_619504,96,619504,0,10.119991,6.98441,1,127,0.013967861,219355,238522,1,0.4533733520732921,0.4673484389437651,0.9700970716794144,0.4533733520732921,0.9700970716794143
TNG50-94-119506-0-127.cube_maps.fits,119506,94,0,94_119506,94_119506_0,94,119506,1.2260034,4.1919274,4.3281107,94_119506,94,119506,0,10.235383,8.609064,2,19,0.052715354,292010,65027,1,0.28326525936594,0.2924677082909403,0.9685351624670784,0.28326525936594,0.9685351624670784
TNG50-96-437418-0-127.cube_maps.fits,437418,96,0,96_437418,96_437418_0,96,437418,1.2269717,3.6152248,3.7044427,96_437418,96,437418,0,10.734721,6.8867435,1,127,0.024500707,924543,707744,1,0.3312162717485143,0.3393901535528302,0.9759159724619306,0.3312162717485143,0.9759159724619306
TNG50-95-249084-0-127.cube_maps.fits,249084,95,0,95_249084,95_249084_0,95,249084,0.98223054,1.158845,1.2605722,95_249084,95,249084,0,9.543326,3.1346927,2,61,0.0404261,65177,974,1,0.7791941945094458,0.8475944064995751,0.919300774679943,0.7791941945094458,0.919300774679943
TNG50-96-622457-0-127.cube_maps.fits,622457,96,0,96_622457,96_622457_0,96,622457,0.79655063,1.5708702,1.6426796,96_622457,96,622457,0,10.111478,3.6842716,1,37,0.031174894,234610,277584,1,0.4849093091556016,0.5070760333985583,0.9562852061960228,0.48490930915560165,0.9562852061960228
TNG50-97-592115-0-127.cube_maps.fits,592115,97,0,97_592115,97_592115_0,97,592115,0.89921534,1.0775293,1.3018842,97_592115,97,592115,0,9.048675,3.0268445,1,61,0.0046756873,17916,15520,3,0.6907030133709281,0.8345159059711881,0.8276690814743738,0.6907030133709281,0.8276690814743738
TNG50-95-626972-1-127.cube_maps.fits,626972,95,1,95_626972,95_626972_1,95,626972,1.043692,2.6577115,2.7770472,95_626972,95,626972,1,9.991392,5.5382543,2,127,0.07390655,165312,236662,1,0.375827965761619,0.3927032712166087,0.9570278459797154,0.37582796576161903,0.9570278459797154
TNG50-91-386284-0-127.cube_maps.fits,386284,91,0,91_386284,91_386284_0,91,386284,1.2370683,3.4669948,3.6874883,91_386284,91,386284,0,10.783612,7.0485306,2,37,0.29131427,1111576,938684,1,0.3354772135819386,0.3568128512912681,0.9402049628198142,0.33547721358193866,0.9402049628198142
TNG50-92-319005-0-127.cube_maps.fits,319005,92,0,92_319005,92_319005_0,92,319005,1.2321885,5.439534,5.8855557,92_319005,92,319005,0,10.907713,10.426092,0,37,0.012398711,1332124,122449,1,0.2093580560285921,0.2265246434712973,0.9242175721826912,0.20935805602859214,0.9242175721826912
TNG50-92-417733-0-127.cube_maps.fits,417733,92,0,92_417733,92_417733_0,92,417733,1.2507571,3.642581,3.8553784,92_417733,92,417733,0,10.716901,6.9719768,2,37,0.3164205,885937,736029,1,0.3244187652241865,0.3433711151515917,0.9448050546737512,0.3244187652241865,0.9448050546737513
TNG50-97-119050-0-127.cube_maps.fits,119050,97,0,97_119050,97_119050_0,97,119050,0.3948831,0.5831418,0.5937551,97_119050,97,119050,0,9.106638,1.9845564,0,37,0.0518464,27196,0,1,0.665060561164022,0.677164799367838,0.9821251219568472,0.665060561164022,0.9821251219568473
TNG50-95-300472-0-127.cube_maps.fits,300472,95,0,95_300472,95_300472_0,95,300472,0.9124171,1.7045566,1.7648114,95_300472,95,300472,0,9.629444,3.915363,2,37,0.060015246,76918,29408,1,0.517005443187867,0.5352811986413358,0.9658576548179596,0.517005443187867,0.9658576548179597
TNG50-94-565899-0-127.cube_maps.fits,565899,94,0,94_565899,94_565899_0,94,565899,0.8582818,1.3804065,1.6385204,94_565899,94,565899,0,10.333203,3.7355022,2,61,0.39126426,410386,522211,3,0.523815144443731,0.6217601844094475,0.8424713540337979,0.523815144443731,0.8424713540337979
TNG50-95-707080-0-127.cube_maps.fits,707080,95,0,95_707080,95_707080_0,95,707080,0.70695,1.3277657,1.3667808,95_707080,95,707080,0,9.5071745,2.8505356,2,37,0.050795123,54059,74957,1,0.5172372921832089,0.5324358055039379,0.971454749730169,0.5172372921832089,0.971454749730169
